time, input_signal, output_signal
16.400000000000002,0,1.3302189083574945e-7
16.5,0,1.2036318419728076e-7
16.6,0,1.0890911283922833e-7
16.7,0,9.854504046113988e-8
16.8,0,8.91672400360477e-8
16.900000000000002,0,8.068185519682913e-8
17.,0,7.300396154263922e-8
17.1,0,6.605671609705155e-8
17.2,0,5.977058836759142e-8
17.3,0,5.408266490203317e-8
17.400000000000002,0,4.8936018903766865e-8
17.5,0,4.4279141020453494e-8
17.6,0,4.0065423534407785e-8
17.7,0,3.6252694401994745e-8
17.8,0,3.280279436967959e-8
17.900000000000002,0,2.968119572344108e-8
18.,0,2.6856656565321657e-8
18.1,0,2.4300907841556807e-8
18.2,0,2.198837067979298e-8
18.3,0,1.989590059370272e-8
18.400000000000002,0,1.8002555335350223e-8
18.5,0,1.6289385618151186e-8
18.6,0,1.4739245601802509e-8
18.7,0,1.3336621029758078e-8
18.8,0,1.2067473575960719e-8
18.900000000000002,0,1.0919101733897207e-8
19.,0,9.88001180868281e-9
19.1,0,8.939804452268163e-9
19.200000000000003,0,8.089069525318848e-9
19.3,0,7.319292838481317e-9
19.400000000000002,0,6.6227699990761835e-9
19.5,0,5.992530027754128e-9
19.6,0,5.422265414445349e-9
19.700000000000003,0,4.906268613602549e-9
19.8,0,4.439375422826686e-9
19.900000000000002,0,4.016913024429414e-9
20.,0,3.6346532450437508e-9
20.1,0,3.2887702561268384e-9
20.200000000000003,0,2.9758023822878954e-9
20.3,0,2.692617351307547e-9
20.400000000000002,0,2.4363808748262272e-9
20.5,0,2.2045286707239597e-9
20.6,0,1.994739928790068e-9
20.700000000000003,0,1.8049153283072883e-9
20.8,0,1.6331549446135796e-9
20.900000000000002,0,1.4777397083776123e-9
21.,0,1.3371141971418865e-9
21.1,0,1.209870981178085e-9
21.200000000000003,0,1.0947365236546602e-9
21.3,0,9.905586351166562e-10
21.400000000000002,0,8.962944830770425e-10
21.5,0,8.110007110317952e-10
21.6,0,7.338237795195823e-10
21.700000000000003,0,6.639913063821723e-10
21.8,0,6.008040731586561e-10
21.900000000000002,0,5.436300298811148e-10
22.,0,4.918968565803539e-10
22.1,0,4.450867452376883e-10
22.200000000000003,0,4.027310707144238e-10
22.3,0,3.644061719043634e-10
22.400000000000002,0,3.2972835573019665e-10
22.5,0,2.9835045545212324e-10
22.6,0,2.6995861102108165e-10
22.700000000000003,0,2.442687163650703e-10
22.8,0,2.2102353280928355e-10
22.900000000000002,0,1.999902465854575e-10
23.,0,1.8095880349733307e-10
23.1,0,1.6373824518467472e-10
23.200000000000003,0,1.4815648707866558e-10
23.3,0,1.3405743182204333e-10
23.400000000000002,0,1.213003031352855e-10
23.5,0,1.0975698128135036e-10
23.6,0,9.931233613258428e-11
23.700000000000003,0,8.986145161316017e-11
23.8,0,8.131006978828736e-11
23.900000000000002,0,7.357237041816234e-11
24.,0,6.657097095796871e-11
24.1,0,6.02359273571551e-11
24.200000000000003,0,5.450373485871296e-11
24.3,0,4.9316994932269154e-11
24.400000000000002,0,4.462386016257369e-11
24.5,0,4.037736811568493e-11
24.6,0,3.6534886227457264e-11
24.700000000000003,0,3.3058111803541124e-11
24.8,0,2.991229486326574e-11
24.900000000000002,0,2.706568302812684e-11
25.,0,2.449007663329894e-11
25.1,0,2.2159607482308274e-11
25.200000000000003,0,2.0050849869335252e-11
25.3,0,1.8142709556911996e-11
25.400000000000002,0,1.6416201731317415e-11
25.5,0,1.4854006913367357e-11
25.6,0,1.3440359936112145e-11
25.700000000000003,0,1.2161383011743965e-11
25.8,0,1.1004086530874702e-11
25.900000000000002,0,9.957035196350716e-12
26.,0,9.009459844833145e-12
26.1,0,8.1521456252176e-12
26.200000000000003,0,7.37632177560954e-12
26.3,0,6.6743277571390536e-12
26.400000000000002,0,6.0391691647510015e-12
26.5,0,5.464406704902558e-12
26.6,0,4.944378240168135e-12
26.700000000000003,0,4.473865722331993e-12
26.8,0,4.048206214690708e-12
26.900000000000002,0,3.662958825145779e-12
27.,0,3.31434879541348e-12
27.1,0,2.9990454564199354e-12
27.200000000000003,0,2.7136071167888076e-12
27.3,0,2.4553692412609962e-12
27.400000000000002,0,2.2216672945774008e-12
27.5,0,2.010280830688771e-12
27.6,0,1.818878381243394e-12
27.700000000000003,0,1.6459056340067946e-12
27.8,0,1.489253165232185e-12
27.900000000000002,0,1.3474776849875525e-12
28.,0,1.2193579479458094e-12
28.1,0,1.1033396418724806e-12
28.200000000000003,0,9.982015214404782e-13
28.3,0,9.031664305325648e-13
28.400000000000002,0,8.173461907290402e-13
28.5,0,7.395195567028168e-13
28.6,0,6.691314169415818e-13
28.700000000000003,0,6.055156376305604e-13
28.8,0,5.478950626525148e-13
28.900000000000002,0,4.957145804951324e-13
29.,0,4.4853010194856324e-13
29.1,0,4.0589753780295723e-13
29.200000000000003,0,3.672617765460018e-13
29.3,0,3.3228975127030935e-13
29.400000000000002,0,3.006483950684924e-13
29.5,0,2.7211566333562587e-13
29.6,0,2.461364445593972e-13
29.700000000000003,0,2.227107387398064e-13
29.8,0,2.0161650127192843e-13
29.900000000000002,0,1.8240964294591322e-13
30.,0,1.6497914145929826e-13
30.1,0,1.4932499681208355e-13
30.200000000000003,0,1.3511414209688155e-13
30.3,0,1.2223555501122974e-13
30.400000000000002,0,1.1057821325266559e-13
30.5,0,1.000310945187266e-13
30.6,0,9.059419880941277e-14
30.700000000000003,0,8.193445921733655e-14
30.8,0,7.416289804496046e-14
30.900000000000002,0,6.705747068735946e-14
31.,0,6.072919944699606e-14
31.1,0,5.484501741648273e-14
31.200000000000003,0,4.973799150320701e-14
31.3,0,4.496403249731884e-14
31.400000000000002,0,4.0745185003743245e-14
31.5,0,3.68594044175552e-14
31.6,0,3.3306690738754696e-14
31.700000000000003,0,3.008704396734174e-14
31.8,0,2.7200464103316335e-14
31.900000000000002,0,2.4646951146678475e-14
32.,0,2.2315482794965646e-14
32.1,0,2.020605904817785e-14
32.2,0,1.8318679906315083e-14
32.300000000000004,0,1.6542323066914832e-14
32.4,0,1.4988010832439613e-14
32.5,0,1.354472090042691e-14
32.6,0,1.2323475573339238e-14
32.7,0,1.1102230246251565e-14
32.800000000000004,0,1.0103029524088925e-14
32.9,0,9.103828801926284e-15
33.,0,8.215650382226158e-15
33.1,0,7.438494264988549e-15
33.2,0,6.772360450213455e-15
33.300000000000004,0,5.995204332975845e-15
33.4,0,5.551115123125783e-15
33.5,0,4.9960036108132044e-15
33.6,0,4.440892098500626e-15
33.7,0,3.9968028886505635e-15
33.800000000000004,0,3.774758283725532e-15
33.9,0,3.3306690738754696e-15
34.,0,2.9976021664879227e-15
34.1,0,2.7755575615628914e-15
34.2,0,2.55351295663786e-15
34.300000000000004,0,2.220446049250313e-15
34.4,0,1.9984014443252818e-15
34.5,0,1.887379141862766e-15
34.6,0,1.6653345369377348e-15
34.7,0,1.4432899320127035e-15
34.800000000000004,0,1.3322676295501878e-15
34.9,0,1.2212453270876722e-15
35.,0,1.1102230246251565e-15
35.1,0,9.992007221626409e-16
35.2,0,8.881784197001252e-16
35.300000000000004,0,8.881784197001252e-16
35.4,0,7.771561172376096e-16
35.5,0,6.661338147750939e-16
35.6,0,6.661338147750939e-16
35.7,0,5.551115123125783e-16
35.800000000000004,0,4.440892098500626e-16
35.9,0,4.440892098500626e-16
36.,0,3.3306690738754696e-16
36.1,0,3.3306690738754696e-16
36.2,0,3.3306690738754696e-16
36.300000000000004,0,3.3306690738754696e-16
36.4,0,2.220446049250313e-16
36.5,0,3.3306690738754696e-16
36.6,0,2.220446049250313e-16
36.7,0,2.220446049250313e-16
36.800000000000004,0,1.1102230246251565e-16
36.9,0,2.220446049250313e-16
37.,0,1.1102230246251565e-16
37.1,0,1.1102230246251565e-16
37.2,0,1.1102230246251565e-16
37.300000000000004,0,1.1102230246251565e-16
37.4,0,1.1102230246251565e-16
37.5,0,1.1102230246251565e-16
37.6,0,1.1102230246251565e-16
37.7,0,1.1102230246251565e-16
37.800000000000004,0,1.1102230246251565e-16
37.9,0,0.
38.,0,0.
38.1,0,0.
38.2,0,0.
38.300000000000004,0,0.
38.400000000000006,0,0.
38.5,0,1.1102230246251565e-16
38.6,0,1.1102230246251565e-16
38.7,0,1.1102230246251565e-16
38.800000000000004,0,1.1102230246251565e-16
38.900000000000006,0,1.1102230246251565e-16
39.,0,0.
39.1,0,0.
39.2,0,0.
39.300000000000004,0,0.
39.400000000000006,0,0.
39.5,0,0.
39.6,0,0.
39.7,0,0.
39.800000000000004,0,0.
39.900000000000006,0,0.
40.,0,0.
40.1,0,0.
40.2,0,0.
40.300000000000004,0,0.
40.400000000000006,0,0.
40.5,0,0.
40.6,0,0.
40.7,0,0.
40.800000000000004,0,0.
40.900000000000006,0,0.
41.,0,0.
41.1,0,0.
41.2,0,0.
41.300000000000004,0,0.
41.400000000000006,0,0.
41.5,0,0.
41.6,0,0.
41.7,0,0.
41.800000000000004,0,0.
41.900000000000006,0,0.
42.,0,0.
42.1,0,0.
42.2,0,0.
42.300000000000004,0,0.
42.400000000000006,0,0.
42.5,0,0.
42.6,0,0.
42.7,0,0.
42.800000000000004,0,0.
42.900000000000006,0,0.
43.,0,0.
43.1,0,0.
43.2,0,0.
43.300000000000004,0,0.
43.400000000000006,0,0.
43.5,0,0.
43.6,0,0.
43.7,0,0.
43.800000000000004,0,0.
43.900000000000006,0,0.
44.,0,0.
44.1,0,0.
44.2,0,0.
44.300000000000004,0,0.
44.400000000000006,0,0.
44.5,0,0.
44.6,0,0.
44.7,0,0.
44.800000000000004,0,0.
44.900000000000006,0,0.
45.,0,0.
45.1,0,0.
45.2,0,0.
45.300000000000004,0,0.
45.400000000000006,0,0.
45.5,0,0.
45.6,0,0.
45.7,0,0.
45.800000000000004,0,0.
45.900000000000006,0,0.
46.,0,0.
46.1,0,0.
46.2,0,0.
46.300000000000004,0,0.
46.400000000000006,0,0.
46.5,0,0.
46.6,0,0.
46.7,0,0.
46.800000000000004,0,0.
46.900000000000006,0,0.
47.,0,0.
47.1,0,0.
47.2,0,0.
47.300000000000004,0,0.
47.400000000000006,0,0.
47.5,0,0.
47.6,0,0.
47.7,0,0.
47.800000000000004,0,0.
47.900000000000006,0,0.
48.,0,0.
48.1,0,0.
48.2,0,0.
48.300000000000004,0,0.
48.400000000000006,0,0.
48.5,0,0.
48.6,0,0.
48.7,0,0.
48.800000000000004,0,0.
48.900000000000006,0,0.
49.,0,0.
49.1,0,0.
49.2,0,0.
49.300000000000004,0,0.
49.400000000000006,0,0.
49.5,0,0.
49.6,0,0.
49.7,0,0.
49.800000000000004,0,0.
49.900000000000006,0,0.
50.,0,0.
50.1,0,0.
50.2,0,0.
50.300000000000004,0,0.
50.400000000000006,0,0.
50.5,0,0.
50.6,0,0.
50.7,0,0.
50.800000000000004,0,0.
50.900000000000006,0,0.
51.,0,0.
51.1,0,0.
51.2,0,0.
51.300000000000004,0,0.
51.400000000000006,0,0.
51.5,0,0.
51.6,0,0.
51.7,0,0.
51.800000000000004,0,0.
51.900000000000006,0,0.
52.,0,0.
52.1,0,0.
52.2,0,0.
52.300000000000004,0,0.
52.400000000000006,0,0.
52.5,0,0.
52.6,0,0.
52.7,0,0.
52.800000000000004,0,0.
52.900000000000006,0,0.
53.,0,0.
53.1,0,0.
53.2,0,0.
53.300000000000004,0,0.
53.400000000000006,0,0.
53.5,0,0.
53.6,0,0.
53.7,0,0.
53.800000000000004,0,0.
53.900000000000006,0,0.
54.,0,0.
54.1,0,0.
54.2,0,0.
54.300000000000004,0,0.
54.400000000000006,0,0.
54.5,0,0.
54.6,0,0.
54.7,0,0.
54.800000000000004,0,0.
54.900000000000006,0,0.
55.,0,0.
55.1,0,0.
55.2,0,0.
55.300000000000004,0,0.
55.400000000000006,0,0.
55.5,0,0.
55.6,0,0.
55.7,0,0.
55.800000000000004,0,0.
55.900000000000006,0,0.
56.,0,0.
56.1,0,0.
56.2,0,0.
56.300000000000004,0,0.
56.400000000000006,0,0.
56.5,0,0.
56.6,0,0.
56.7,0,0.
56.800000000000004,0,0.
56.900000000000006,0,0.
57.,0,0.
57.1,0,0.
57.2,0,0.
57.300000000000004,0,0.
57.400000000000006,0,0.
57.5,0,0.
57.6,0,0.
57.7,0,0.
57.800000000000004,0,0.
57.900000000000006,0,0.
58.,0,0.
58.1,0,0.
58.2,0,0.
58.300000000000004,0,0.
58.400000000000006,0,0.
58.5,0,0.
58.6,0,0.
58.7,0,0.
58.800000000000004,0,0.
58.900000000000006,0,0.
59.,0,0.
59.1,0,0.
59.2,0,0.
59.300000000000004,0,0.
59.400000000000006,0,0.
59.5,0,0.
59.6,0,0.
59.7,0,0.
59.800000000000004,0,0.
59.900000000000006,0,0.
60.,0,0.
60.1,0,0.
60.2,0,0.
60.300000000000004,0,0.
60.400000000000006,0,0.
60.5,0,0.
60.6,0,0.
60.7,0,0.
60.800000000000004,0,0.
60.900000000000006,0,0.
61.,0,0.
61.1,0,0.
61.2,0,0.
61.300000000000004,0,0.
61.400000000000006,0,0.
61.5,0,0.
61.6,0,0.
61.7,0,0.
61.800000000000004,0,0.
61.900000000000006,0,0.
62.,0,0.
62.1,0,0.
62.2,0,0.
62.300000000000004,0,0.
62.400000000000006,0,0.
62.5,0,0.
62.6,0,0.
62.7,0,0.
62.800000000000004,0,0.
62.900000000000006,0,0.
63.,0,0.
63.1,0,0.
63.2,0,0.
63.300000000000004,0,0.
63.400000000000006,0,0.
63.5,0,0.
63.6,0,0.
63.7,0,0.
63.800000000000004,0,0.
63.900000000000006,0,0.
64.,0,0.
64.10000000000001,0,0.
64.2,0,0.
64.30000000000001,0,0.
64.4,0,0.
64.5,0,0.
64.60000000000001,0,0.
64.7,0,0.
64.80000000000001,0,0.
64.9,0,0.
65.,0,0.
65.10000000000001,0,0.
65.2,0,0.
65.30000000000001,0,0.
65.4,0,0.
65.5,0,0.
65.60000000000001,0,0.
65.7,0,0.
65.80000000000001,0,0.
65.9,0,0.
66.,0,0.
66.10000000000001,0,0.
66.2,0,0.
66.30000000000001,0,0.
66.4,0,0.
66.5,0,0.
66.60000000000001,0,0.
66.7,0,0.
66.80000000000001,0,0.
66.9,0,0.
67.,0,0.
67.10000000000001,0,0.
67.2,0,0.
67.30000000000001,0,0.
67.4,0,0.
67.5,0,0.
67.60000000000001,0,0.
67.7,0,0.
67.80000000000001,0,0.
67.9,0,0.
68.,0,0.
68.10000000000001,0,0.
68.2,0,0.
68.30000000000001,0,0.
68.4,0,0.
68.5,0,0.
68.60000000000001,0,0.
68.7,0,0.
68.80000000000001,0,0.
68.9,0,0.
69.,0,0.
69.10000000000001,0,0.
69.2,0,0.
69.30000000000001,0,0.
69.4,0,0.
69.5,0,0.
69.60000000000001,0,0.
69.7,0,0.
69.80000000000001,0,0.
69.9,0,0.
70.,0,0.
70.10000000000001,0,0.
70.2,0,0.
70.30000000000001,0,0.
70.4,0,0.
70.5,0,0.
70.60000000000001,0,0.
70.7,0,0.
70.80000000000001,0,0.
70.9,0,0.
71.,0,0.
71.10000000000001,0,0.
71.2,0,0.
71.30000000000001,0,0.
71.4,0,0.
71.5,0,0.
71.60000000000001,0,0.
71.7,0,0.
71.80000000000001,0,0.
71.9,0,0.
72.,0,0.
72.10000000000001,0,0.
72.2,0,0.
72.30000000000001,0,0.
72.4,0,0.
72.5,0,0.
72.60000000000001,0,0.
72.7,0,0.
72.80000000000001,0,0.
72.9,0,0.
73.,0,0.
73.10000000000001,0,0.
73.2,0,0.
73.30000000000001,0,0.
73.4,0,0.
73.5,0,0.
73.60000000000001,0,0.
73.7,0,0.
73.80000000000001,0,0.
73.9,0,0.
74.,0,0.
74.10000000000001,0,0.
74.2,0,0.
74.30000000000001,0,0.
74.4,0,0.
74.5,0,0.
74.60000000000001,0,0.
74.7,0,0.
74.80000000000001,0,0.
74.9,0,0.
75.,0,0.
75.10000000000001,0,0.
75.2,0,0.
75.30000000000001,0,0.
75.4,0,0.
75.5,0,0.
75.60000000000001,0,0.
75.7,0,0.
75.80000000000001,0,0.
75.9,0,0.
76.,0,0.
76.10000000000001,0,0.
76.2,0,0.
76.30000000000001,0,0.
76.4,0,0.
76.5,0,0.
76.60000000000001,0,0.
76.7,0,0.
76.80000000000001,0,0.
76.9,0,0.
77.,0,0.
77.10000000000001,0,0.
77.2,0,0.
77.30000000000001,0,0.
77.4,0,0.
77.5,0,0.
77.60000000000001,0,0.
77.7,0,0.
77.80000000000001,0,0.
77.9,0,0.
78.,0,0.
78.10000000000001,0,0.
78.2,0,0.
78.30000000000001,0,0.
78.4,0,0.
78.5,0,0.
78.60000000000001,0,0.
78.7,0,0.
78.80000000000001,0,0.
78.9,0,0.
79.,0,0.
79.10000000000001,0,0.
79.2,0,0.
79.30000000000001,0,0.
79.4,0,0.
79.5,0,0.
79.60000000000001,0,0.
79.7,0,0.
79.80000000000001,0,0.
79.9,0,0.
80.,0,0.
80.10000000000001,0,0.
80.2,0,0.
80.30000000000001,0,0.
80.4,0,0.
80.5,0,0.
80.60000000000001,0,0.
80.7,0,0.
80.80000000000001,0,0.
80.9,0,0.
81.,0,0.
81.10000000000001,0,0.
81.2,0,0.
81.30000000000001,0,0.
81.4,0,0.
81.5,0,0.
81.60000000000001,0,0.
81.7,0,0.
81.80000000000001,0,0.
81.9,0,0.
82.,0,0.
82.10000000000001,0,0.
82.2,0,0.
82.30000000000001,0,0.
82.4,0,0.
82.5,0,0.
82.60000000000001,0,0.
82.7,0,0.
82.80000000000001,0,0.
82.9,0,0.
83.,0,0.
83.10000000000001,0,0.
83.2,0,0.
83.30000000000001,0,0.
83.4,0,0.
83.5,0,0.
83.6,0,0.
83.7,0,0.
83.80000000000001,0,0.
83.9,0,0.
84.,0,0.
84.1,0,0.
84.2,0,0.
84.30000000000001,0,0.
84.4,0,0.
84.5,0,0.
84.6,0,0.
84.7,0,0.
84.80000000000001,0,0.
84.9,0,0.
85.,0,0.
85.1,0,0.
85.2,0,0.
85.30000000000001,0,0.
85.4,0,0.
85.5,0,0.
85.6,0,0.
85.7,0,0.
85.80000000000001,0,0.
85.9,0,0.
86.,0,0.
86.1,0,0.
86.2,0,0.
86.30000000000001,0,0.
86.4,0,0.
86.5,0,0.
86.6,0,0.
86.7,0,0.
86.80000000000001,0,0.
86.9,0,0.
87.,0,0.
87.1,0,0.
87.2,0,0.
87.30000000000001,0,0.
87.4,0,0.
87.5,0,0.
87.6,0,0.
87.7,0,0.
87.80000000000001,0,0.
87.9,0,0.
88.,0,0.
88.1,0,0.
88.2,0,0.
88.30000000000001,0,0.
88.4,0,0.
88.5,0,0.
88.6,0,0.
88.7,0,0.
88.80000000000001,0,0.
88.9,0,0.
89.,0,0.
89.1,0,0.
89.2,0,0.
89.30000000000001,0,0.
89.4,0,0.
89.5,0,0.
89.60000000000001,0,0.
89.7,0,0.
89.80000000000001,0,0.
89.9,0,0.
90.,0,0.
90.10000000000001,0,0.
90.2,0,0.
90.30000000000001,0,0.
90.4,0,0.
90.5,0,0.
90.60000000000001,0,0.
90.7,0,0.
90.80000000000001,0,0.
90.9,0,0.
91.,0,0.
91.10000000000001,0,0.
91.2,0,0.
91.30000000000001,0,0.
91.4,0,0.
91.5,0,0.
91.60000000000001,0,0.
91.7,0,0.
91.80000000000001,0,0.
91.9,0,0.
92.,0,0.
92.10000000000001,0,0.
92.2,0,0.
92.30000000000001,0,0.
92.4,0,0.
92.5,0,0.
92.60000000000001,0,0.
92.7,0,0.
92.80000000000001,0,0.
92.9,0,0.
93.,0,0.
93.10000000000001,0,0.
93.2,0,0.
93.30000000000001,0,0.
93.4,0,0.
93.5,0,0.
93.60000000000001,0,0.
93.7,0,0.
93.80000000000001,0,0.
93.9,0,0.
94.,0,0.
94.10000000000001,0,0.
94.2,0,0.
94.30000000000001,0,0.
94.4,0,0.
94.5,0,0.
94.60000000000001,0,0.
94.7,0,0.
94.80000000000001,0,0.
94.9,0,0.
95.,0,0.
95.10000000000001,0,0.
95.2,0,0.
95.30000000000001,0,0.
95.4,0,0.
95.5,0,0.
95.60000000000001,0,0.
95.7,0,0.
95.80000000000001,0,0.
95.9,0,0.
96.,0,0.
96.10000000000001,0,0.
96.2,0,0.
96.30000000000001,0,0.
96.4,0,0.
96.5,0,0.
96.60000000000001,0,0.
96.7,0,0.
96.80000000000001,0,0.
96.9,0,0.
97.,0,0.
97.10000000000001,0,0.
97.2,0,0.
97.30000000000001,0,0.
97.4,0,0.
97.5,0,0.
97.60000000000001,0,0.
97.7,0,0.
97.80000000000001,0,0.
97.9,0,0.
98.,0,0.
98.10000000000001,0,0.
98.2,0,0.
98.30000000000001,0,0.
98.4,0,0.
98.5,0,0.
98.60000000000001,0,0.
98.7,0,0.
98.80000000000001,0,0.
98.9,0,0.
99.,0,0.
99.10000000000001,0,0.
99.2,0,0.
99.30000000000001,0,0.
99.4,0,0.
99.5,0,0.
99.60000000000001,0,0.
99.7,0,0.
99.80000000000001,0,0.
99.9,0,0.
100.,0,0.
100.10000000000001,0,0.
100.2,0,0.
100.30000000000001,0,0.
100.4,0,0.
100.5,0,0.
100.60000000000001,0,0.
100.7,0,0.
100.80000000000001,0,0.
100.9,0,0.
101.,0,0.
101.10000000000001,0,0.
101.2,0,0.
101.30000000000001,0,0.
101.4,0,0.
101.5,0,0.
101.60000000000001,0,0.
101.7,0,0.
101.80000000000001,0,0.
101.9,0,0.
102.,0,0.
102.10000000000001,0,0.
102.2,0,0.
102.30000000000001,0,0.
102.4,0,0.
102.5,0,0.
102.60000000000001,0,0.
102.7,0,0.
102.80000000000001,0,0.
102.9,0,0.
103.,0,0.
103.10000000000001,0,0.
103.2,0,0.
103.30000000000001,0,0.
103.4,0,0.
103.5,0,0.
103.60000000000001,0,0.
103.7,0,0.
103.80000000000001,0,0.
103.9,0,0.
104.,0,0.
104.10000000000001,0,0.
104.2,0,0.
104.30000000000001,0,0.
104.4,0,0.
104.5,0,0.
104.60000000000001,0,0.
104.7,0,0.
104.80000000000001,0,0.
104.9,0,0.
105.,0,0.
105.10000000000001,0,0.
105.2,0,0.
105.30000000000001,0,0.
105.4,0,0.
105.5,0,0.
105.60000000000001,0,0.
105.7,0,0.
105.80000000000001,0,0.
105.9,0,0.
106.,0,0.
